Deutsch;Englisch;Kategorie
KüchenRegal;kitchen shelf;Zuhause & Wohnen
KüchenFenster;kitchen window;Zuhause & Wohnen
KüchenTür;kitchen door;Zuhause & Wohnen
KüchenBoden;kitchen floor;Zuhause & Wohnen
KüchenWand;kitchen wall;Zuhause & Wohnen
KüchenDecke;kitchen ceiling;Zuhause & Wohnen
KüchenEcke;kitchen corner;Zuhause & Wohnen
KüchenAblage;kitchen storage shelf;Zuhause & Wohnen
KüchenSchublade;kitchen drawer;Zuhause & Wohnen
KüchenGriff;kitchen handle;Zuhause & Wohnen
KüchenMatte;kitchen mat;Zuhause & Wohnen
BadTisch;bathroom table;Zuhause & Wohnen
BadStuhl;bathroom chair;Zuhause & Wohnen
BadLampe;bathroom lamp;Zuhause & Wohnen
BadSchrank;bathroom cabinet;Zuhause & Wohnen
BadRegal;bathroom shelf;Zuhause & Wohnen
BadFenster;bathroom window;Zuhause & Wohnen
BadTür;bathroom door;Zuhause & Wohnen
BadBoden;bathroom floor;Zuhause & Wohnen
BadWand;bathroom wall;Zuhause & Wohnen
BadDecke;bathroom ceiling;Zuhause & Wohnen
BadEcke;bathroom corner;Zuhause & Wohnen
BadAblage;bathroom storage shelf;Zuhause & Wohnen
BadSchublade;bathroom drawer;Zuhause & Wohnen
BadGriff;bathroom handle;Zuhause & Wohnen
BadMatte;bathroom mat;Zuhause & Wohnen
WohnzimmerTisch;living-room table;Zuhause & Wohnen
WohnzimmerStuhl;living-room chair;Zuhause & Wohnen
WohnzimmerLampe;living-room lamp;Zuhause & Wohnen
WohnzimmerSchrank;living-room cabinet;Zuhause & Wohnen
WohnzimmerRegal;living-room shelf;Zuhause & Wohnen
WohnzimmerFenster;living-room window;Zuhause & Wohnen
WohnzimmerTür;living-room door;Zuhause & Wohnen
WohnzimmerBoden;living-room floor;Zuhause & Wohnen
WohnzimmerWand;living-room wall;Zuhause & Wohnen
WohnzimmerDecke;living-room ceiling;Zuhause & Wohnen
WohnzimmerEcke;living-room corner;Zuhause & Wohnen
WohnzimmerAblage;living-room storage shelf;Zuhause & Wohnen
WohnzimmerSchublade;living-room drawer;Zuhause & Wohnen
WohnzimmerGriff;living-room handle;Zuhause & Wohnen
WohnzimmerMatte;living-room mat;Zuhause & Wohnen
SchlafzimmerTisch;bedroom table;Zuhause & Wohnen
SchlafzimmerStuhl;bedroom chair;Zuhause & Wohnen
SchlafzimmerLampe;bedroom lamp;Zuhause & Wohnen
SchlafzimmerSchrank;bedroom cabinet;Zuhause & Wohnen
SchlafzimmerRegal;bedroom shelf;Zuhause & Wohnen
SchlafzimmerFenster;bedroom window;Zuhause & Wohnen
SchlafzimmerTür;bedroom door;Zuhause & Wohnen
SchlafzimmerBoden;bedroom floor;Zuhause & Wohnen
SchlafzimmerWand;bedroom wall;Zuhause & Wohnen
SchlafzimmerDecke;bedroom ceiling;Zuhause & Wohnen
SchlafzimmerEcke;bedroom corner;Zuhause & Wohnen
SchlafzimmerAblage;bedroom storage shelf;Zuhause & Wohnen
SchlafzimmerSchublade;bedroom drawer;Zuhause & Wohnen
SchlafzimmerGriff;bedroom handle;Zuhause & Wohnen
SchlafzimmerMatte;bedroom mat;Zuhause & Wohnen
GartenTisch;garden table;Zuhause & Wohnen
GartenStuhl;garden chair;Zuhause & Wohnen
GartenLampe;garden lamp;Zuhause & Wohnen
GartenSchrank;garden cabinet;Zuhause & Wohnen
GartenRegal;garden shelf;Zuhause & Wohnen
GartenFenster;garden window;Zuhause & Wohnen
GartenTür;garden door;Zuhause & Wohnen
GartenBoden;garden floor;Zuhause & Wohnen
GartenWand;garden wall;Zuhause & Wohnen
GartenDecke;garden ceiling;Zuhause & Wohnen
GartenEcke;garden corner;Zuhause & Wohnen
GartenAblage;garden storage shelf;Zuhause & Wohnen
GartenSchublade;garden drawer;Zuhause & Wohnen
GartenGriff;garden handle;Zuhause & Wohnen
GartenMatte;garden mat;Zuhause & Wohnen
BalkonTisch;balcony table;Zuhause & Wohnen
BalkonStuhl;balcony chair;Zuhause & Wohnen
BalkonLampe;balcony lamp;Zuhause & Wohnen
BalkonSchrank;balcony cabinet;Zuhause & Wohnen
BalkonRegal;balcony shelf;Zuhause & Wohnen
BalkonFenster;balcony window;Zuhause & Wohnen
BalkonTür;balcony door;Zuhause & Wohnen
BalkonBoden;balcony floor;Zuhause & Wohnen
BalkonWand;balcony wall;Zuhause & Wohnen
BalkonDecke;balcony ceiling;Zuhause & Wohnen
BalkonEcke;balcony corner;Zuhause & Wohnen
BalkonAblage;balcony storage shelf;Zuhause & Wohnen
BalkonSchublade;balcony drawer;Zuhause & Wohnen
BalkonGriff;balcony handle;Zuhause & Wohnen
BalkonMatte;balcony mat;Zuhause & Wohnen
KellerTisch;cellar table;Zuhause & Wohnen
KellerStuhl;cellar chair;Zuhause & Wohnen
KellerLampe;cellar lamp;Zuhause & Wohnen
KellerSchrank;cellar cabinet;Zuhause & Wohnen
KellerRegal;cellar shelf;Zuhause & Wohnen
KellerFenster;cellar window;Zuhause & Wohnen
KellerTür;cellar door;Zuhause & Wohnen
KellerBoden;cellar floor;Zuhause & Wohnen
KellerWand;cellar wall;Zuhause & Wohnen
KellerDecke;cellar ceiling;Zuhause & Wohnen
KellerEcke;cellar corner;Zuhause & Wohnen
KellerAblage;cellar storage shelf;Zuhause & Wohnen
KellerSchublade;cellar drawer;Zuhause & Wohnen
KellerGriff;cellar handle;Zuhause & Wohnen
KellerMatte;cellar mat;Zuhause & Wohnen
GarageTisch;garage table;Zuhause & Wohnen
GarageStuhl;garage chair;Zuhause & Wohnen
GarageLampe;garage lamp;Zuhause & Wohnen
GarageSchrank;garage cabinet;Zuhause & Wohnen
GarageRegal;garage shelf;Zuhause & Wohnen
GarageFenster;garage window;Zuhause & Wohnen
GarageTür;garage door;Zuhause & Wohnen
GarageBoden;garage floor;Zuhause & Wohnen
GarageWand;garage wall;Zuhause & Wohnen
GarageDecke;garage ceiling;Zuhause & Wohnen
GarageEcke;garage corner;Zuhause & Wohnen
GarageAblage;garage storage shelf;Zuhause & Wohnen
GarageSchublade;garage drawer;Zuhause & Wohnen
GarageGriff;garage handle;Zuhause & Wohnen
GarageMatte;garage mat;Zuhause & Wohnen
BüroTisch;office table;Zuhause & Wohnen
BüroStuhl;office chair;Zuhause & Wohnen
BüroLampe;office lamp;Zuhause & Wohnen
BüroSchrank;office cabinet;Zuhause & Wohnen
BüroRegal;office shelf;Zuhause & Wohnen
BüroFenster;office window;Zuhause & Wohnen
BüroTür;office door;Zuhause & Wohnen
BüroBoden;office floor;Zuhause & Wohnen
BüroWand;office wall;Zuhause & Wohnen
BüroDecke;office ceiling;Zuhause & Wohnen
BüroEcke;office corner;Zuhause & Wohnen
BüroAblage;office storage shelf;Zuhause & Wohnen
BüroSchublade;office drawer;Zuhause & Wohnen
BüroGriff;office handle;Zuhause & Wohnen
BüroMatte;office mat;Zuhause & Wohnen
KinderzimmerTisch;children’s-room table;Zuhause & Wohnen
KinderzimmerStuhl;children’s-room chair;Zuhause & Wohnen
KinderzimmerLampe;children’s-room lamp;Zuhause & Wohnen
KinderzimmerSchrank;children’s-room cabinet;Zuhause & Wohnen
KinderzimmerRegal;children’s-room shelf;Zuhause & Wohnen
KinderzimmerFenster;children’s-room window;Zuhause & Wohnen
KinderzimmerTür;children’s-room door;Zuhause & Wohnen
KinderzimmerBoden;children’s-room floor;Zuhause & Wohnen
KinderzimmerWand;children’s-room wall;Zuhause & Wohnen
KinderzimmerDecke;children’s-room ceiling;Zuhause & Wohnen
KinderzimmerEcke;children’s-room corner;Zuhause & Wohnen
KinderzimmerAblage;children’s-room storage shelf;Zuhause & Wohnen
KinderzimmerSchublade;children’s-room drawer;Zuhause & Wohnen
KinderzimmerGriff;children’s-room handle;Zuhause & Wohnen
KinderzimmerMatte;children’s-room mat;Zuhause & Wohnen
HausPlan;house plan;Zuhause & Wohnen
HausOrdnung;house rules;Zuhause & Wohnen
HausKosten;house costs;Zuhause & Wohnen
HausGerät;house appliance;Zuhause & Wohnen
HausMittel;house agent;Zuhause & Wohnen
HausKorb;house basket;Zuhause & Wohnen
HausSack;house bag;Zuhause & Wohnen
HausBox;house box;Zuhause & Wohnen
HausSchrank;house cabinet;Zuhause & Wohnen
HausHaken;house hook;Zuhause & Wohnen
HausHalter;house holder;Zuhause & Wohnen
HausFläche;house surface;Zuhause & Wohnen
HausRaum;house room;Zuhause & Wohnen
HausEcke;house corner;Zuhause & Wohnen
HausZeug;house stuff;Zuhause & Wohnen
WohnungsPlan;flat plan;Zuhause & Wohnen
WohnungsOrdnung;flat rules;Zuhause & Wohnen
WohnungsKosten;flat costs;Zuhause & Wohnen
WohnungsGerät;flat appliance;Zuhause & Wohnen
WohnungsMittel;flat agent;Zuhause & Wohnen
WohnungsKorb;flat basket;Zuhause & Wohnen
WohnungsSack;flat bag;Zuhause & Wohnen
WohnungsBox;flat box;Zuhause & Wohnen
WohnungsSchrank;flat cabinet;Zuhause & Wohnen
WohnungsHaken;flat hook;Zuhause & Wohnen
WohnungsHalter;flat holder;Zuhause & Wohnen
WohnungsFläche;flat surface;Zuhause & Wohnen
WohnungsRaum;flat room;Zuhause & Wohnen
WohnungsEcke;flat corner;Zuhause & Wohnen
WohnungsZeug;flat stuff;Zuhause & Wohnen
MietPlan;rental plan;Zuhause & Wohnen
MietOrdnung;rental rules;Zuhause & Wohnen
MietKosten;rental costs;Zuhause & Wohnen
MietGerät;rental appliance;Zuhause & Wohnen
MietMittel;rental agent;Zuhause & Wohnen
MietKorb;rental basket;Zuhause & Wohnen
MietSack;rental bag;Zuhause & Wohnen
MietBox;rental box;Zuhause & Wohnen
MietSchrank;rental cabinet;Zuhause & Wohnen
MietHaken;rental hook;Zuhause & Wohnen
MietHalter;rental holder;Zuhause & Wohnen
MietFläche;rental surface;Zuhause & Wohnen
MietRaum;rental room;Zuhause & Wohnen
MietEcke;rental corner;Zuhause & Wohnen
MietZeug;rental stuff;Zuhause & Wohnen
GartenPlan;garden plan;Zuhause & Wohnen
GartenOrdnung;garden rules;Zuhause & Wohnen
GartenKosten;garden costs;Zuhause & Wohnen
GartenGerät;garden appliance;Zuhause & Wohnen
GartenMittel;garden agent;Zuhause & Wohnen
GartenKorb;garden basket;Zuhause & Wohnen
GartenSack;garden bag;Zuhause & Wohnen
GartenBox;garden box;Zuhause & Wohnen
GartenHaken;garden hook;Zuhause & Wohnen
GartenHalter;garden holder;Zuhause & Wohnen
GartenFläche;garden surface;Zuhause & Wohnen
GartenRaum;garden room;Zuhause & Wohnen
GartenZeug;garden stuff;Zuhause & Wohnen
KüchenPlan;kitchen plan;Zuhause & Wohnen
KüchenOrdnung;kitchen rules;Zuhause & Wohnen
KüchenKosten;kitchen costs;Zuhause & Wohnen
KüchenGerät;kitchen appliance;Zuhause & Wohnen
KüchenMittel;kitchen agent;Zuhause & Wohnen
KüchenKorb;kitchen basket;Zuhause & Wohnen
KüchenSack;kitchen bag;Zuhause & Wohnen
KüchenBox;kitchen box;Zuhause & Wohnen
KüchenHaken;kitchen hook;Zuhause & Wohnen
KüchenHalter;kitchen holder;Zuhause & Wohnen
KüchenFläche;kitchen surface;Zuhause & Wohnen
KüchenRaum;kitchen room;Zuhause & Wohnen
KüchenZeug;kitchen stuff;Zuhause & Wohnen
BadPlan;bathroom plan;Zuhause & Wohnen
BadOrdnung;bathroom rules;Zuhause & Wohnen
BadKosten;bathroom costs;Zuhause & Wohnen
BadGerät;bathroom appliance;Zuhause & Wohnen
BadMittel;bathroom agent;Zuhause & Wohnen
BadKorb;bathroom basket;Zuhause & Wohnen
BadSack;bathroom bag;Zuhause & Wohnen
BadBox;bathroom box;Zuhause & Wohnen
BadHaken;bathroom hook;Zuhause & Wohnen
BadHalter;bathroom holder;Zuhause & Wohnen
BadFläche;bathroom surface;Zuhause & Wohnen
BadRaum;bathroom room;Zuhause & Wohnen
BadZeug;bathroom stuff;Zuhause & Wohnen
Essen;food;Essen & Trinken
Trinken;drink;Essen & Trinken
Frühstück;breakfast;Essen & Trinken
Mittagessen;lunch;Essen & Trinken
Abendessen;dinner;Essen & Trinken
Mahlzeit;meal;Essen & Trinken
Brot;bread;Essen & Trinken
Brötchen;roll;Essen & Trinken
Butter;butter;Essen & Trinken
Käse;cheese;Essen & Trinken
Milch;milk;Essen & Trinken
Joghurt;yoghurt;Essen & Trinken
Ei;egg;Essen & Trinken
Fleisch;meat;Essen & Trinken
Rindfleisch;beef;Essen & Trinken
Schweinefleisch;pork;Essen & Trinken
Poulet;chicken;Essen & Trinken
Fisch;fish;Essen & Trinken
Wurst;sausage;Essen & Trinken
Schinken;ham;Essen & Trinken
Reis;rice;Essen & Trinken
Teigwaren;pasta;Essen & Trinken
Kartoffel;potato;Essen & Trinken
Gemüse;vegetables;Essen & Trinken
Frucht;fruit;Essen & Trinken
Apfel;apple;Essen & Trinken
Birne;pear;Essen & Trinken
Banane;banana;Essen & Trinken
Orange;orange;Essen & Trinken
Zitrone;lemon;Essen & Trinken
Traube;grape;Essen & Trinken
Erdbeere;strawberry;Essen & Trinken
Tomate;tomato;Essen & Trinken
Gurke;cucumber;Essen & Trinken
Karotte;carrot;Essen & Trinken
Zwiebel;onion;Essen & Trinken
Knoblauch;garlic;Essen & Trinken
Salat;salad;Essen & Trinken
Spinat;spinach;Essen & Trinken
Brokkoli;broccoli;Essen & Trinken
Pilz;mushroom;Essen & Trinken
Suppe;soup;Essen & Trinken
Sauce;sauce;Essen & Trinken
Gewürz;spice;Essen & Trinken
Salz;salt;Essen & Trinken
Pfeffer;pepper;Essen & Trinken
Zucker;sugar;Essen & Trinken
Mehl;flour;Essen & Trinken
Öl;oil;Essen & Trinken
Essig;vinegar;Essen & Trinken
Wasser;water;Essen & Trinken
Mineralwasser;mineral water;Essen & Trinken
Kaffee;coffee;Essen & Trinken
Tee;tea;Essen & Trinken
Saft;juice;Essen & Trinken
Getränk;beverage;Essen & Trinken
Glas;glass;Essen & Trinken
Tasse;cup;Essen & Trinken
Teller;plate;Essen & Trinken
Schüssel;bowl;Essen & Trinken
Gabel;fork;Essen & Trinken
Messer;knife;Essen & Trinken
Löffel;spoon;Essen & Trinken
Serviette;napkin;Essen & Trinken
Restaurant;restaurant;Essen & Trinken
Speisekarte;menu;Essen & Trinken
Rechnung;bill;Essen & Trinken
Trinkgeld;tip;Essen & Trinken
ApfelSaft;apple juice;Essen & Trinken
ApfelSalat;apple salad;Essen & Trinken
ApfelSuppe;apple soup;Essen & Trinken
ApfelSauce;apple sauce;Essen & Trinken
ApfelStück;apple piece;Essen & Trinken
ApfelScheibe;apple slice;Essen & Trinken
ApfelPortion;apple portion;Essen & Trinken
ApfelPackung;apple packet;Essen & Trinken
ApfelDose;apple can;Essen & Trinken
ApfelGlas;apple glass;Essen & Trinken
ApfelBecher;apple cup;Essen & Trinken
ApfelSchale;apple bowl;Essen & Trinken
BirnenSaft;pear juice;Essen & Trinken
BirnenSalat;pear salad;Essen & Trinken
BirnenSuppe;pear soup;Essen & Trinken
BirnenSauce;pear sauce;Essen & Trinken
BirnenStück;pear piece;Essen & Trinken
BirnenScheibe;pear slice;Essen & Trinken
BirnenPortion;pear portion;Essen & Trinken
BirnenPackung;pear packet;Essen & Trinken
BirnenDose;pear can;Essen & Trinken
BirnenGlas;pear glass;Essen & Trinken
BirnenBecher;pear cup;Essen & Trinken
BirnenSchale;pear bowl;Essen & Trinken
BananenSaft;banana juice;Essen & Trinken
BananenSalat;banana salad;Essen & Trinken
BananenSuppe;banana soup;Essen & Trinken
BananenSauce;banana sauce;Essen & Trinken
BananenStück;banana piece;Essen & Trinken
BananenScheibe;banana slice;Essen & Trinken
BananenPortion;banana portion;Essen & Trinken
BananenPackung;banana packet;Essen & Trinken
BananenDose;banana can;Essen & Trinken
BananenGlas;banana glass;Essen & Trinken
BananenBecher;banana cup;Essen & Trinken
BananenSchale;banana bowl;Essen & Trinken
OrangenSaft;orange juice;Essen & Trinken
OrangenSalat;orange salad;Essen & Trinken
OrangenSuppe;orange soup;Essen & Trinken
OrangenSauce;orange sauce;Essen & Trinken
OrangenStück;orange piece;Essen & Trinken
OrangenScheibe;orange slice;Essen & Trinken
OrangenPortion;orange portion;Essen & Trinken
OrangenPackung;orange packet;Essen & Trinken
OrangenDose;orange can;Essen & Trinken
OrangenGlas;orange glass;Essen & Trinken
OrangenBecher;orange cup;Essen & Trinken
OrangenSchale;orange bowl;Essen & Trinken
ZitronenSaft;lemon juice;Essen & Trinken
ZitronenSalat;lemon salad;Essen & Trinken
ZitronenSuppe;lemon soup;Essen & Trinken
ZitronenSauce;lemon sauce;Essen & Trinken
ZitronenStück;lemon piece;Essen & Trinken
ZitronenScheibe;lemon slice;Essen & Trinken
ZitronenPortion;lemon portion;Essen & Trinken
ZitronenPackung;lemon packet;Essen & Trinken
ZitronenDose;lemon can;Essen & Trinken
ZitronenGlas;lemon glass;Essen & Trinken
ZitronenBecher;lemon cup;Essen & Trinken
ZitronenSchale;lemon bowl;Essen & Trinken
TomatenSaft;tomato juice;Essen & Trinken
TomatenSalat;tomato salad;Essen & Trinken
TomatenSuppe;tomato soup;Essen & Trinken
TomatenSauce;tomato sauce;Essen & Trinken
TomatenStück;tomato piece;Essen & Trinken
TomatenScheibe;tomato slice;Essen & Trinken
TomatenPortion;tomato portion;Essen & Trinken
TomatenPackung;tomato packet;Essen & Trinken
TomatenDose;tomato can;Essen & Trinken
TomatenGlas;tomato glass;Essen & Trinken
TomatenBecher;tomato cup;Essen & Trinken
TomatenSchale;tomato bowl;Essen & Trinken
GurkenSaft;cucumber juice;Essen & Trinken
GurkenSalat;cucumber salad;Essen & Trinken
GurkenSuppe;cucumber soup;Essen & Trinken
GurkenSauce;cucumber sauce;Essen & Trinken
GurkenStück;cucumber piece;Essen & Trinken
GurkenScheibe;cucumber slice;Essen & Trinken
GurkenPortion;cucumber portion;Essen & Trinken
GurkenPackung;cucumber packet;Essen & Trinken
GurkenDose;cucumber can;Essen & Trinken
GurkenGlas;cucumber glass;Essen & Trinken
GurkenBecher;cucumber cup;Essen & Trinken
